County,State,FIPS Code,Formatted FIPS,Estimated percent of workers with a work commute of more than an
Lawrence,MO,29109,29109,4.42
Lewis,MO,29111,29111,5.04
Lincoln,MO,29113,29113,14.95
Linn,MO,29115,29115,6.02
Livingston,MO,29117,29117,3.61
McDonald,MO,29119,29119,6.27
Macon,MO,29121,29121,5.19
Madison,MO,29123,29123,14.91
Maries,MO,29125,29125,15.31
Marion,MO,29127,29127,4.21
Mercer,MO,29129,29129,5.18
Miller,MO,29131,29131,9.08
Mississippi,MO,29133,29133,3.55
Moniteau,MO,29135,29135,7.86
Monroe,MO,29137,29137,11.71
Montgomery,MO,29139,29139,15.29
Morgan,MO,29141,29141,9
New Madrid,MO,29143,29143,6.1
Newton,MO,29145,29145,4.48
Nodaway,MO,29147,29147,3.42
Oregon,MO,29149,29149,6.19
Osage,MO,29151,29151,5.45
Ozark,MO,29153,29153,12.73
Pemiscot,MO,29155,29155,2.48
Perry,MO,29157,29157,7.17
Pettis,MO,29159,29159,5.33
Phelps,MO,29161,29161,4.51
Pike,MO,29163,29163,12.06
Platte,MO,29165,29165,2.94
Polk,MO,29167,29167,6.27
Pulaski,MO,29169,29169,2.68
Putnam,MO,29171,29171,11.27
Ralls,MO,29173,29173,4.64
Randolph,MO,29175,29175,4.71
Ray,MO,29177,29177,10.62
Reynolds,MO,29179,29179,8.15
Ripley,MO,29181,29181,6.95
St. Charles,MO,29183,29183,4.11
St. Clair,MO,29185,29185,13.73
Ste. Genevieve,MO,29186,29186,15.18
St. Francois,MO,29187,29187,13.27
St. Louis,MO,29189,29189,3.81
Saline,MO,29195,29195,5.39
Schuyler,MO,29197,29197,8.99
Scotland,MO,29199,29199,6.38
Scott,MO,29201,29201,4.41
Shannon,MO,29203,29203,9.65
Shelby,MO,29205,29205,7.1
Stoddard,MO,29207,29207,6.91
Stone,MO,29209,29209,8.39
Sullivan,MO,29211,29211,2.81
Taney,MO,29213,29213,5.71
Texas,MO,29215,29215,6.01
Vernon,MO,29217,29217,4.73
Warren,MO,29219,29219,13.15
Washington,MO,29221,29221,18.58
Wayne,MO,29223,29223,11.82
Webster,MO,29225,29225,5.57
Worth,MO,29227,29227,14.32
Wright,MO,29229,29229,11.5
St. Louis City,MO,29510,29510,5.64
Beaverhead,MT,30001,30001,5.59
Big Horn,MT,30003,30003,6.14
Blaine,MT,30005,30005,3.18
Broadwater,MT,30007,30007,7.19
Carbon,MT,30009,30009,11.54
Carter,MT,30011,30011,3.84
Cascade,MT,30013,30013,2.14
Chouteau,MT,30015,30015,4.39
Custer,MT,30017,30017,3.64
Daniels,MT,30019,30019,1.62
Dawson,MT,30021,30021,5.84
Deer Lodge,MT,30023,30023,3.34
Fallon,MT,30025,30025,4.02
Fergus,MT,30027,30027,3.23
Flathead,MT,30029,30029,2.58
Gallatin,MT,30031,30031,4.74
Garfield,MT,30033,30033,1.93
Glacier,MT,30035,30035,1.38
Golden Valley,MT,30037,30037,24.66
Granite,MT,30039,30039,9.8
Hill,MT,30041,30041,1.52
Jefferson,MT,30043,30043,4.45
Judith Basin,MT,30045,30045,10.19
Lake,MT,30047,30047,4.24
Lewis and Clark,MT,30049,30049,2.97
Liberty,MT,30051,30051,2.75
Lincoln,MT,30053,30053,5.18
McCone,MT,30055,30055,4.75
Madison,MT,30057,30057,7.85
Meagher,MT,30059,30059,1.52
Mineral,MT,30061,30061,10.94
Missoula,MT,30063,30063,3.29
Musselshell,MT,30065,30065,23.84
Park,MT,30067,30067,9.88
Petroleum,MT,30069,30069,2.7
Phillips,MT,30071,30071,5.5
Pondera,MT,30073,30073,3.17
Powder River,MT,30075,30075,6.37
Powell,MT,30077,30077,8.24
Prairie,MT,30079,30079,2.51
Ravalli,MT,30081,30081,9.12
Richland,MT,30083,30083,6.1
Roosevelt,MT,30085,30085,3.66
Rosebud,MT,30087,30087,2.84
Sanders,MT,30089,30089,7.86
Sheridan,MT,30091,30091,5.43
Silver Bow,MT,30093,30093,3.22
Stillwater,MT,30095,30095,11.48
Sweet Grass,MT,30097,30097,12.82
Teton,MT,30099,30099,6.87
Toole,MT,30101,30101,3.23
Treasure,MT,30103,30103,9.62
Valley,MT,30105,30105,4.15
Wheatland,MT,30107,30107,2.11
Wibaux,MT,30109,30109,9.27
Yellowstone,MT,30111,30111,3.38
Adams,NE,31001,31001,3.63
Antelope,NE,31003,31003,2.41
Arthur,NE,31005,31005,12.34
Banner,NE,31007,31007,5.58
Blaine,NE,31009,31009,7.31
Boone,NE,31011,31011,3.7
Box Butte,NE,31013,31013,1.91
Boyd,NE,31015,31015,10.28
Brown,NE,31017,31017,4.95
Buffalo,NE,31019,31019,3.53
Burt,NE,31021,31021,9.38
Butler,NE,31023,31023,6.89
Cass,NE,31025,31025,3.77
Cedar,NE,31027,31027,3.06
Chase,NE,31029,31029,1.95
Cherry,NE,31031,31031,3.69
Cheyenne,NE,31033,31033,3.3
Clay,NE,31035,31035,3.4
Colfax,NE,31037,31037,4.15
Cuming,NE,31039,31039,3.24
Custer,NE,31041,31041,3.09
Dakota,NE,31043,31043,2.85
Dawes,NE,31045,31045,4.38
Dawson,NE,31047,31047,5.74
Deuel,NE,31049,31049,3.66
Dixon,NE,31051,31051,4.76
Dodge,NE,31053,31053,4.81
Douglas,NE,31055,31055,2.39
Dundy,NE,31057,31057,4.17
Fillmore,NE,31059,31059,4.79
Franklin,NE,31061,31061,5.66
Frontier,NE,31063,31063,4.27
Furnas,NE,31065,31065,2.41
Gage,NE,31067,31067,4.86
Garden,NE,31069,31069,6.4
Garfield,NE,31071,31071,4.35
Gosper,NE,31073,31073,6.49
Grant,NE,31075,31075,9.67
Greeley,NE,31077,31077,8.13
Hall,NE,31079,31079,3.08
Hamilton,NE,31081,31081,4.32
Harlan,NE,31083,31083,5.56
Hayes,NE,31085,31085,6.73
Hitchcock,NE,31087,31087,6.34
Holt,NE,31089,31089,3.12
Hooker,NE,31091,31091,2.94
Howard,NE,31093,31093,5.79
Jefferson,NE,31095,31095,5.19
Johnson,NE,31097,31097,10.09
Kearney,NE,31099,31099,1.92
Keith,NE,31101,31101,3.45
Keya Paha,NE,31103,31103,3.47
Kimball,NE,31105,31105,5.63
Knox,NE,31107,31107,3.95
Lancaster,NE,31109,31109,3.2
Lincoln,NE,31111,31111,2.38
Logan,NE,31113,31113,7.47
Loup,NE,31115,31115,9.31
McPherson,NE,31117,31117,8.28
Madison,NE,31119,31119,2.47
Merrick,NE,31121,31121,1.76
Morrill,NE,31123,31123,3.62
Nance,NE,31125,31125,6.77
Nemaha,NE,31127,31127,5
Nuckolls,NE,31129,31129,4.51
Otoe,NE,31131,31131,5.67
Pawnee,NE,31133,31133,8.33
Perkins,NE,31135,31135,1.94
Phelps,NE,31137,31137,3.54
Pierce,NE,31139,31139,3.72
Platte,NE,31141,31141,2.23
Polk,NE,31143,31143,4.33
Red Willow,NE,31145,31145,4.18
Richardson,NE,31147,31147,2.86
Rock,NE,31149,31149,1.05
Saline,NE,31151,31151,4.08
Sarpy,NE,31153,31153,2.16
Saunders,NE,31155,31155,4.72
Scotts Bluff,NE,31157,31157,2.14
Seward,NE,31159,31159,2.79
Sheridan,NE,31161,31161,3.4
Sherman,NE,31163,31163,8.1
Sioux,NE,31165,31165,4
Stanton,NE,31167,31167,2.22
Thayer,NE,31169,31169,1.98
Thomas,NE,31171,31171,1.58
Thurston,NE,31173,31173,3.28
Valley,NE,31175,31175,5.7
Washington,NE,31177,31177,3.04
Wayne,NE,31179,31179,4.76
Webster,NE,31181,31181,3.18
Wheeler,NE,31183,31183,1.58
York,NE,31185,31185,4.28
Churchill,NV,32001,32001,9.23
Clark,NV,32003,32003,4.64
Douglas,NV,32005,32005,7.58
Elko,NV,32007,32007,21.65
Esmeralda,NV,32009,32009,5.97
Eureka,NV,32011,32011,22.81
Humboldt,NV,32013,32013,17.8
Lander,NV,32015,32015,13.85
Lincoln,NV,32017,32017,12.6
Lyon,NV,32019,32019,10.9
Mineral,NV,32021,32021,3.61
Nye,NV,32023,32023,17.86
Pershing,NV,32027,32027,9.49
Storey,NV,32029,32029,7.05
Washoe,NV,32031,32031,4.44
White Pine,NV,32033,32033,4.85
Carson City,NV,32510,32510,4.82
Belknap,NH,33001,33001,8.87
Carroll,NH,33003,33003,11.01
Cheshire,NH,33005,33005,7.46
Coos,NH,33007,33007,6.63
Grafton,NH,33009,33009,6.8
Hillsborough,NH,33011,33011,11.13
Merrimack,NH,33013,33013,8.65
Rockingham,NH,33015,33015,12.66
Strafford,NH,33017,33017,8.46
Sullivan,NH,33019,33019,4.53
Atlantic,NJ,34001,34001,8.26
Bergen,NJ,34003,34003,19.77
Burlington,NJ,34005,34005,12.35
Camden,NJ,34007,34007,10.49
Cape May,NJ,34009,34009,7.86
Cumberland,NJ,34011,34011,7.93
Essex,NJ,34013,34013,19.82
Gloucester,NJ,34015,34015,12.23
Hudson,NJ,34017,34017,18.69
Hunterdon,NJ,34019,34019,18.26
Mercer,NJ,34021,34021,12.84
Middlesex,NJ,34023,34023,18.86
Monmouth,NJ,34025,34025,21.37
Morris,NJ,34027,34027,14.43
Ocean,NJ,34029,34029,15.88
Passaic,NJ,34031,34031,10.46
Salem,NJ,34033,34033,8.73
Somerset,NJ,34035,34035,14.55
Sussex,NJ,34037,34037,24.09
Union,NJ,34039,34039,16.1
Warren,NJ,34041,34041,20.85
Bernalillo,NM,35001,35001,4.43
Catron,NM,35003,35003,3.9
Chaves,NM,35005,35005,5.13
Cibola,NM,35006,35006,9.04
Colfax,NM,35007,35007,5.56
Curry,NM,35009,35009,1.61
De Baca,NM,35011,35011,7.19
Doña Ana,NM,35013,35013,4.65
Eddy,NM,35015,35015,7.01
Grant,NM,35017,35017,3.49
Guadalupe,NM,35019,35019,7.84
Harding,NM,35021,35021,16.78
Hidalgo,NM,35023,35023,9.35
Lea,NM,35025,35025,9.3
Lincoln,NM,35027,35027,4.23
Los Alamos,NM,35028,35028,1.47
Luna,NM,35029,35029,9.03
McKinley,NM,35031,35031,7.25
Mora,NM,35033,35033,38.72
Otero,NM,35035,35035,4.87
Quay,NM,35037,35037,6.61
Rio Arriba,NM,35039,35039,8.46
Roosevelt,NM,35041,35041,2.49
Sandoval,NM,35043,35043,7.1
San Juan,NM,35045,35045,7.62
San Miguel,NM,35047,35047,7.19
Santa Fe,NM,35049,35049,5.06
Sierra,NM,35051,35051,8.35
Socorro,NM,35053,35053,5.02
Taos,NM,35055,35055,7.38
Torrance,NM,35057,35057,20.19
Union,NM,35059,35059,5.92
Valencia,NM,35061,35061,6.61
Albany,NY,36001,36001,2.97
Allegany,NY,36003,36003,6.64
Bronx,NY,36005,36005,36.43
Broome,NY,36007,36007,4.06
Cattaraugus,NY,36009,36009,7.48
Cayuga,NY,36011,36011,5.52
Chautauqua,NY,36013,36013,3.5
Chemung,NY,36015,36015,4.73
Chenango,NY,36017,36017,7.97
Clinton,NY,36019,36019,5.32
Columbia,NY,36021,36021,8.51
Cortland,NY,36023,36023,4.16
Delaware,NY,36025,36025,8.36
Dutchess,NY,36027,36027,17.31
Erie,NY,36029,36029,3.22
Essex,NY,36031,36031,8.4
Franklin,NY,36033,36033,6.13
Fulton,NY,36035,36035,9.71
Genesee,NY,36037,36037,5.02
Greene,NY,36039,36039,9.87
Hamilton,NY,36041,36041,12.27
Herkimer,NY,36043,36043,5.21
Jefferson,NY,36045,36045,2.66
Kings,NY,36047,36047,28.37
Lewis,NY,36049,36049,7.94
Livingston,NY,36051,36051,7.03
Madison,NY,36053,36053,4.59
Monroe,NY,36055,36055,2.98
Montgomery,NY,36057,36057,6.86
Nassau,NY,36059,36059,24.19
New York,NY,36061,36061,11.3
Niagara,NY,36063,36063,3.1
Oneida,NY,36065,36065,4.45
Onondaga,NY,36067,36067,3.26
Ontario,NY,36069,36069,4.27
Orange,NY,36071,36071,19.05
Orleans,NY,36073,36073,8.07
Oswego,NY,36075,36075,5.68
Otsego,NY,36077,36077,5.95
Putnam,NY,36079,36079,22.92
Queens,NY,36081,36081,31.48
Rensselaer,NY,36083,36083,4.27
Richmond,NY,36085,36085,36.27
Rockland,NY,36087,36087,17.29
St. Lawrence,NY,36089,36089,5.02
Saratoga,NY,36091,36091,4.84
Schenectady,NY,36093,36093,3.76
Schoharie,NY,36095,36095,13.87
Schuyler,NY,36097,36097,3.8
Seneca,NY,36099,36099,5.2
Steuben,NY,36101,36101,6.27
Suffolk,NY,36103,36103,15.76
Sullivan,NY,36105,36105,14.19
Tioga,NY,36107,36107,4.18
Tompkins,NY,36109,36109,3.27
Ulster,NY,36111,36111,11.45
Warren,NY,36113,36113,7.4
Washington,NY,36115,36115,8.66
Wayne,NY,36117,36117,4.74
Westchester,NY,36119,36119,22.26
Wyoming,NY,36121,36121,8.49
Yates,NY,36123,36123,6.89
Alamance,NC,37001,37001,5.42
Alexander,NC,37003,37003,5.56
Alleghany,NC,37005,37005,8.1
Anson,NC,37007,37007,9.61
Ashe,NC,37009,37009,6.52
Avery,NC,37011,37011,3.71
Beaufort,NC,37013,37013,8.27
Bertie,NC,37015,37015,10.75
Bladen,NC,37017,37017,6.46
Brunswick,NC,37019,37019,5.4
Buncombe,NC,37021,37021,2.8
Burke,NC,37023,37023,4.73
Cabarrus,NC,37025,37025,7.02
Caldwell,NC,37027,37027,5.28
Camden,NC,37029,37029,16.85
Carteret,NC,37031,37031,5.86
Caswell,NC,37033,37033,10.15
Catawba,NC,37035,37035,6.08
Chatham,NC,37037,37037,10.39
Cherokee,NC,37039,37039,7.9
Chowan,NC,37041,37041,10.12
Clay,NC,37043,37043,6.22
Cleveland,NC,37045,37045,6.4
Columbus,NC,37047,37047,9.17
Craven,NC,37049,37049,4.74
Cumberland,NC,37051,37051,4.34
Currituck,NC,37053,37053,16.86
Dare,NC,37055,37055,7.08
Davidson,NC,37057,37057,5.08
Davie,NC,37059,37059,6.82
Duplin,NC,37061,37061,10.31
Durham,NC,37063,37063,4.41
Edgecombe,NC,37065,37065,7.19
Forsyth,NC,37067,37067,4.07
Franklin,NC,37069,37069,14.22
Gaston,NC,37071,37071,6.27
Gates,NC,37073,37073,22.62
Graham,NC,37075,37075,12.83
Granville,NC,37077,37077,7.41
Greene,NC,37079,37079,6.23
Guilford,NC,37081,37081,3.92
Halifax,NC,37083,37083,7.02
Harnett,NC,37085,37085,11.27
Haywood,NC,37087,37087,3.36
Henderson,NC,37089,37089,3.42
Hertford,NC,37091,37091,14.83
Hoke,NC,37093,37093,6.61
Hyde,NC,37095,37095,11.69
Iredell,NC,37097,37097,9.44
Jackson,NC,37099,37099,4.89
Johnston,NC,37101,37101,12.79
Jones,NC,37103,37103,8.24
Lee,NC,37105,37105,8.65
Lenoir,NC,37107,37107,6.98
Lincoln,NC,37109,37109,10.41
McDowell,NC,37111,37111,5.03
Macon,NC,37113,37113,5.53
Madison,NC,37115,37115,8.53
Martin,NC,37117,37117,6.45
Mecklenburg,NC,37119,37119,5.83
Mitchell,NC,37121,37121,8.12
Montgomery,NC,37123,37123,7.72
Moore,NC,37125,37125,6.67
Nash,NC,37127,37127,6.1
New Hanover,NC,37129,37129,4.08
Northampton,NC,37131,37131,8.6
Onslow,NC,37133,37133,3.88
Orange,NC,37135,37135,3.85
Pamlico,NC,37137,37137,8.79
Pasquotank,NC,37139,37139,18.44
Pender,NC,37141,37141,7.08
Perquimans,NC,37143,37143,19.44
Person,NC,37145,37145,14.13
Pitt,NC,37147,37147,4.88
Polk,NC,37149,37149,5.37
Randolph,NC,37151,37151,4.34
Richmond,NC,37153,37153,6.66
Robeson,NC,37155,37155,7.26
Rockingham,NC,37157,37157,6.55
Rowan,NC,37159,37159,8.29
Rutherford,NC,37161,37161,9.3
Sampson,NC,37163,37163,11.09
Scotland,NC,37165,37165,6.98
Stanly,NC,37167,37167,11.52
Stokes,NC,37169,37169,8.24
Surry,NC,37171,37171,9.27
Swain,NC,37173,37173,3.85
Transylvania,NC,37175,37175,5.96
Tyrrell,NC,37177,37177,20.67
Union,NC,37179,37179,10.14
Vance,NC,37181,37181,10.68
Wake,NC,37183,37183,5.13
Warren,NC,37185,37185,10.3
Washington,NC,37187,37187,8.32
Watauga,NC,37189,37189,3.96
Wayne,NC,37191,37191,6.13
Wilkes,NC,37193,37193,9.46
Wilson,NC,37195,37195,6.83
Yadkin,NC,37197,37197,6.71
Yancey,NC,37199,37199,13.86
Adams,ND,38001,38001,4.7
Barnes,ND,38003,38003,4.62
Benson,ND,38005,38005,2.53
Billings,ND,38007,38007,9.75
Bottineau,ND,38009,38009,4.65
Bowman,ND,38011,38011,5.31
Burke,ND,38013,38013,9.63
Burleigh,ND,38015,38015,4.12
Cass,ND,38017,38017,2.34
Cavalier,ND,38019,38019,3.97
Dickey,ND,38021,38021,4.09
Divide,ND,38023,38023,9.29
Dunn,ND,38025,38025,8.77
Eddy,ND,38027,38027,3.89
Emmons,ND,38029,38029,6.9
Foster,ND,38031,38031,3.35
Golden Valley,ND,38033,38033,5.5
Grand Forks,ND,38035,38035,2.78
Grant,ND,38037,38037,10.68
Griggs,ND,38039,38039,4.27
Hettinger,ND,38041,38041,6.32
Kidder,ND,38043,38043,6.95
LaMoure,ND,38045,38045,3.83
Logan,ND,38047,38047,4.21
McHenry,ND,38049,38049,7.93
McIntosh,ND,38051,38051,2.35
McKenzie,ND,38053,38053,6.05
McLean,ND,38055,38055,7.85
Mercer,ND,38057,38057,7.3
Morton,ND,38059,38059,4.93
Mountrail,ND,38061,38061,8.14
Nelson,ND,38063,38063,5.53
Oliver,ND,38065,38065,6.46
Pembina,ND,38067,38067,2.99
Pierce,ND,38069,38069,4.41
Ramsey,ND,38071,38071,4.82
Ransom,ND,38073,38073,4.57
Renville,ND,38075,38075,13.89
Richland,ND,38077,38077,4.77
Rolette,ND,38079,38079,1.89
Sargent,ND,38081,38081,2.22
Sheridan,ND,38083,38083,11.95
Sioux,ND,38085,38085,7.4
Slope,ND,38087,38087,9.61
Stark,ND,38089,38089,6.91
Steele,ND,38091,38091,5.23
Stutsman,ND,38093,38093,3.86
Towner,ND,38095,38095,1.71
Traill,ND,38097,38097,5.24
Walsh,ND,38099,38099,4.37
Ward,ND,38101,38101,6.16
Wells,ND,38103,38103,4.4
Williams,ND,38105,38105,4.66
Adams,OH,39001,39001,20.79
Allen,OH,39003,39003,3.66
Ashland,OH,39005,39005,6.82
Ashtabula,OH,39007,39007,8.28
Athens,OH,39009,39009,6.58
Auglaize,OH,39011,39011,2.92
Belmont,OH,39013,39013,7.15
Brown,OH,39015,39015,20.42
Butler,OH,39017,39017,4.67
Carroll,OH,39019,39019,10.17
Champaign,OH,39021,39021,5.66
Clark,OH,39023,39023,4.83
Clermont,OH,39025,39025,5.47
Clinton,OH,39027,39027,11.01
Columbiana,OH,39029,39029,8.05
Coshocton,OH,39031,39031,7.02
Crawford,OH,39033,39033,6.31
Cuyahoga,OH,39035,39035,4.34
Darke,OH,39037,39037,5.86
Defiance,OH,39039,39039,4.4
Delaware,OH,39041,39041,4.49
Erie,OH,39043,39043,5.59
Fairfield,OH,39045,39045,8.37
Fayette,OH,39047,39047,11.59
Franklin,OH,39049,39049,3.15
Fulton,OH,39051,39051,4.68
Gallia,OH,39053,39053,12.3
Geauga,OH,39055,39055,7.95
Greene,OH,39057,39057,4.24
Guernsey,OH,39059,39059,7.8
Hamilton,OH,39061,39061,3.79
Hancock,OH,39063,39063,2.88
Hardin,OH,39065,39065,6.63
Harrison,OH,39067,39067,11.49
Henry,OH,39069,39069,3.8
Highland,OH,39071,39071,13.58
Hocking,OH,39073,39073,16.77
Holmes,OH,39075,39075,5.13
Huron,OH,39077,39077,5.38
Jackson,OH,39079,39079,10.64
Jefferson,OH,39081,39081,7.21
Knox,OH,39083,39083,13.07
Lake,OH,39085,39085,3.46
Lawrence,OH,39087,39087,4.8
Licking,OH,39089,39089,6.3
Logan,OH,39091,39091,5.98
Lorain,OH,39093,39093,5.06
Lucas,OH,39095,39095,4.24
Madison,OH,39097,39097,4.67
Mahoning,OH,39099,39099,5.95
Marion,OH,39101,39101,8.41
Medina,OH,39103,39103,6.83
Meigs,OH,39105,39105,14.39
Mercer,OH,39107,39107,3.2
Miami,OH,39109,39109,3.82
Monroe,OH,39111,39111,16.75
Montgomery,OH,39113,39113,4.38
Morgan,OH,39115,39115,21.99
Morrow,OH,39117,39117,11.91
Muskingum,OH,39119,39119,9.52
Noble,OH,39121,39121,9.42
Ottawa,OH,39123,39123,6.34
Paulding,OH,39125,39125,5.13
Perry,OH,39127,39127,14.68
Pickaway,OH,39129,39129,7.37
Pike,OH,39131,39131,11.95
Portage,OH,39133,39133,4.94
Preble,OH,39135,39135,8.1
Putnam,OH,39137,39137,3.94
Richland,OH,39139,39139,7.61
Ross,OH,39141,39141,9.67
Sandusky,OH,39143,39143,3.65
Scioto,OH,39145,39145,7.49
Seneca,OH,39147,39147,4.53
Shelby,OH,39149,39149,3.19
Stark,OH,39151,39151,5.05
Summit,OH,39153,39153,4.53
Trumbull,OH,39155,39155,6.68
Tuscarawas,OH,39157,39157,6.64
Union,OH,39159,39159,4.88
Van Wert,OH,39161,39161,4.64
Vinton,OH,39163,39163,12.34
Warren,OH,39165,39165,4.65
Washington,OH,39167,39167,5.61
Wayne,OH,39169,39169,4.46
Williams,OH,39171,39171,4.64
Wood,OH,39173,39173,3.2
Wyandot,OH,39175,39175,4.95
Adair,OK,40001,40001,9.57
Alfalfa,OK,40003,40003,4.15
Atoka,OK,40005,40005,10.27
Beaver,OK,40007,40007,5.47
Beckham,OK,40009,40009,7.42
Blaine,OK,40011,40011,9.13
Bryan,OK,40013,40013,5.36
Caddo,OK,40015,40015,9.44
Canadian,OK,40017,40017,4.33
Carter,OK,40019,40019,4.71
Cherokee,OK,40021,40021,9.51
Choctaw,OK,40023,40023,8.06
Cimarron,OK,40025,40025,3.68
Cleveland,OK,40027,40027,4.39
Coal,OK,40029,40029,9.18
Comanche,OK,40031,40031,3.07
Cotton,OK,40033,40033,5.13
Craig,OK,40035,40035,7.18
Creek,OK,40037,40037,4.16
Custer,OK,40039,40039,8.36
Delaware,OK,40041,40041,10.61
Dewey,OK,40043,40043,6.64
Ellis,OK,40045,40045,4.89
Garfield,OK,40047,40047,4.83
Garvin,OK,40049,40049,10.47
Grady,OK,40051,40051,6.45
Grant,OK,40053,40053,2.77
Greer,OK,40055,40055,4.39
Harmon,OK,40057,40057,9.61
Harper,OK,40059,40059,9.4
Haskell,OK,40061,40061,10.18
Hughes,OK,40063,40063,8.41
Jackson,OK,40065,40065,4.11
Jefferson,OK,40067,40067,11.83
Johnston,OK,40069,40069,7.72
Kay,OK,40071,40071,4.78
Kingfisher,OK,40073,40073,7.04
Kiowa,OK,40075,40075,9.9
Latimer,OK,40077,40077,8.06
Le Flore,OK,40079,40079,6.82
Lincoln,OK,40081,40081,14.01
Logan,OK,40083,40083,5.56
Love,OK,40085,40085,5.92
McClain,OK,40087,40087,8.91
McCurtain,OK,40089,40089,6.33
McIntosh,OK,40091,40091,10.92
Major,OK,40093,40093,6.43
Marshall,OK,40095,40095,5.97
Mayes,OK,40097,40097,8.71
Murray,OK,40099,40099,6.59
Muskogee,OK,40101,40101,6.05
Noble,OK,40103,40103,5.54
Nowata,OK,40105,40105,11.6
Okfuskee,OK,40107,40107,13.23
Oklahoma,OK,40109,40109,2.79
Okmulgee,OK,40111,40111,11.35
Osage,OK,40113,40113,6.06
Ottawa,OK,40115,40115,4.28
Pawnee,OK,40117,40117,10.21
Payne,OK,40119,40119,5.84
Pittsburg,OK,40121,40121,5.28
Pontotoc,OK,40123,40123,3.83
Pottawatomie,OK,40125,40125,7.56
Pushmataha,OK,40127,40127,14.95
Roger Mills,OK,40129,40129,4.21
Rogers,OK,40131,40131,4.19
Seminole,OK,40133,40133,9.44
Sequoyah,OK,40135,40135,6.54
Stephens,OK,40137,40137,5.94
Texas,OK,40139,40139,3.58
Tillman,OK,40141,40141,5.33
Tulsa,OK,40143,40143,2.61
Wagoner,OK,40145,40145,4.53
Washington,OK,40147,40147,5.17
Washita,OK,40149,40149,8.82
Woods,OK,40151,40151,2.87
Woodward,OK,40153,40153,4.42
Baker,OR,41001,41001,4.41
Benton,OR,41003,41003,4.8
Clackamas,OR,41005,41005,9.09
Clatsop,OR,41007,41007,5.51
Columbia,OR,41009,41009,16.24
Coos,OR,41011,41011,4.63
Crook,OR,41013,41013,7.84
Curry,OR,41015,41015,3.79
Deschutes,OR,41017,41017,2.63
Douglas,OR,41019,41019,4.53
Gilliam,OR,41021,41021,3.81
Grant,OR,41023,41023,4.02
Harney,OR,41025,41025,3.9
Hood River,OR,41027,41027,7.19
Jackson,OR,41029,41029,3.03
Jefferson,OR,41031,41031,9.32
Josephine,OR,41033,41033,3.65
Klamath,OR,41035,41035,2.45
Lake,OR,41037,41037,6.54
Lane,OR,41039,41039,4.81
Lincoln,OR,41041,41041,4.87
Linn,OR,41043,41043,5.53
Malheur,OR,41045,41045,5.31
Marion,OR,41047,41047,7.76
Morrow,OR,41049,41049,5.07
Multnomah,OR,41051,41051,7.43
Polk,OR,41053,41053,8.08
Sherman,OR,41055,41055,8.36
Tillamook,OR,41057,41057,7.72
Umatilla,OR,41059,41059,3.16
Union,OR,41061,41061,4.58
Wallowa,OR,41063,41063,4.62
Wasco,OR,41065,41065,3.42
Washington,OR,41067,41067,6.24
Wheeler,OR,41069,41069,9.58
Yamhill,OR,41071,41071,10.17
Adams,PA,42001,42001,10.75
Allegheny,PA,42003,42003,7.23
Armstrong,PA,42005,42005,14.01
Beaver,PA,42007,42007,7.46
Bedford,PA,42009,42009,8.85
Berks,PA,42011,42011,7.95
Blair,PA,42013,42013,4.57
Bradford,PA,42015,42015,6.02
Bucks,PA,42017,42017,14.13
Butler,PA,42019,42019,8.57
Cambria,PA,42021,42021,6.78
Cameron,PA,42023,42023,6.68
Carbon,PA,42025,42025,14.27
Centre,PA,42027,42027,3.51
Chester,PA,42029,42029,10.52
Clarion,PA,42031,42031,7.25
Clearfield,PA,42033,42033,8.59
Clinton,PA,42035,42035,6.03
Columbia,PA,42037,42037,5.15
Crawford,PA,42039,42039,6.29
Cumberland,PA,42041,42041,4.62
Dauphin,PA,42043,42043,4.53
Delaware,PA,42045,42045,9.43
Elk,PA,42047,42047,3.82
Erie,PA,42049,42049,3.41
Fayette,PA,42051,42051,10.23
Forest,PA,42053,42053,12.84
Franklin,PA,42055,42055,7.71
Fulton,PA,42057,42057,14.65
Greene,PA,42059,42059,9.88
Huntingdon,PA,42061,42061,13.14
Indiana,PA,42063,42063,8.6
Jefferson,PA,42065,42065,8.49
Juniata,PA,42067,42067,18.72
Lackawanna,PA,42069,42069,4.75
Lancaster,PA,42071,42071,5.59
Lawrence,PA,42073,42073,6.78
Lebanon,PA,42075,42075,5.32
Lehigh,PA,42077,42077,7.97
Luzerne,PA,42079,42079,5.8
Lycoming,PA,42081,42081,4.9
McKean,PA,42083,42083,6.43
Mercer,PA,42085,42085,5.5
Mifflin,PA,42087,42087,8.68
Monroe,PA,42089,42089,23.63
Montgomery,PA,42091,42091,10.68
Montour,PA,42093,42093,2.66
Northampton,PA,42095,42095,11.44
Northumberland,PA,42097,42097,6.52
Perry,PA,42099,42099,9.99
Philadelphia,PA,42101,42101,14.92
Pike,PA,42103,42103,30.27
Potter,PA,42105,42105,8.38
Schuylkill,PA,42107,42107,9.9
Snyder,PA,42109,42109,7.53
Somerset,PA,42111,42111,7.95
Sullivan,PA,42113,42113,14.25
Susquehanna,PA,42115,42115,8.85
Tioga,PA,42117,42117,8.02
Union,PA,42119,42119,5.64
Venango,PA,42121,42121,7.2
Warren,PA,42123,42123,4.2
Washington,PA,42125,42125,9
Wayne,PA,42127,42127,10.93
Westmoreland,PA,42129,42129,10.04
